highway,name,dist_along_highway,direction,asfinag_type,traffic_flow,traffic_flow_0,energy_demand,energy_demand_0,pXi_dir,pYi_dir,pYi_dir_0,pE_charged,pE_charged_0,pE_input,pE_input_0,pE_output,pE_output_0,traffic_flow_1,energy_demand_1,pYi_dir_1,pE_charged_1,pE_input_1,pE_output_1
A1,'Oed',121902.04643123144,1.0,2.0,26849.692063066555,0.0,69822.67372138261,0.0,1.0,1.0,0.0,209.46802116414784,0.0,0.0,0.0,0.0,0.0,26849.692063066555,69822.67372138261,1.0,209.46802116414784,0.0,0.0
A1,'Strengberg',127419.883969473,0.0,0.0,25773.0,25773.0,60567.28709144443,60567.28709144443,1.0,1.0,1.0,303.98435877625144,303.98435877625144,122.28249750191816,122.28249750191816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,'Haag',134904.5556513331,1.0,0.0,28172.0,0.0,72532.38382040545,0.0,1.0,1.0,0.0,217.59715146121636,0.0,0.0,0.0,0.0,0.0,28172.0,72532.38382040545,1.0,217.59715146121636,0.0,0.0
A1,'Ennsblick',138438.777669938,0.0,2.0,27181.0,27181.0,59900.9099344678,59900.9099344678,1.0,1.0,1.0,57.42023230148524,57.42023230148524,0.0,0.0,122.28249750191816,122.28249750191816,0.0,0.0,0.0,0.0,0.0,0.0
A1,'Parkplatz Ennsdorf’,144219.521808836,0.0,2.0,26232.408315204048,26232.408315204048,30328.56812345904,30328.56812345904,1.0,1.0,1.0,172.4083802825046,172.4083802825046,122.28249750191816,122.28249750191816,40.859821589790684,40.859821589790684,0.0,0.0,0.0,0.0,0.0,0.0
A1,'Enns Süd',147777.689227296,1.0,1.0,29648.737115098505,0.0,86236.69930607454,0.0,1.0,1.0,0.0,258.71009791822365,0.0,0.0,0.0,0.0,0.0,29648.737115098505,86236.69930607454,1.0,258.71009791822365,0.0,0.0
A1,'Enns Nord',148036.797393782,0.0,1.0,29791.88732837659,29791.88732837659,22744.768825614865,22744.768825614865,-0.0,0.0,-0.0,0.0,0.0,40.859821589790684,40.859821589790684,109.09412806663528,109.09412806663528,0.0,0.0,0.0,0.0,0.0,0.0
A1,'Ansfelden Nord',162316.504436048,0.0,0.0,48225.58896718505,48225.58896718505,137729.45647842763,137729.45647842763,1.0,1.0,1.0,400.0,400.0,109.09412806663528,109.09412806663528,122.28249750191816,122.28249750191816,0.0,0.0,0.0,0.0,0.0,0.0
A1,'Ansfelden Süd',162320.75373815486,1.0,0.0,46681.64620523784,0.0,108599.64670259575,0.0,1.0,1.0,0.0,325.79894010778725,0.0,0.0,0.0,0.0,0.0,46681.64620523784,108599.64670259575,1.0,325.79894010778725,0.0,0.0
A1,'Allhaming Nord',173899.962969708,0.0,1.0,22478.0,22478.0,52074.59618392183,52074.59618392183,1.0,1.0,1.0,278.50628605368365,278.50628605368365,122.28249750191816,122.28249750191816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,'Allhaming Süd',173952.69643198498,1.0,1.0,22273.000000000004,0.0,132032.00498622246,0.0,1.0,1.0,0.0,273.8135174567492,0.0,0.0,0.0,122.28249750191816,0.0,22273.000000000004,132032.00498622246,1.0,273.8135174567492,0.0,122.28249750191816
A1,'Lindach Süd',203592.17135368893,1.0,0.0,24205.0,0.0,88500.71292866129,0.0,1.0,1.0,0.0,387.78463628790206,0.0,122.28249750191816,0.0,0.0,0.0,24205.0,88500.71292866129,1.0,387.78463628790206,122.28249750191816,0.0
A1,'Lindach Nord',203639.738600817,0.0,0.0,24091.0,24091.0,143292.1869458095,143292.1869458095,1.0,1.0,1.0,307.5940633355103,307.5940633355103,0.0,0.0,122.28249750191816,122.28249750191816,0.0,0.0,0.0,0.0,0.0,0.0
A1,'Hainbach Süd',221873.6654517392,1.0,1.0,16641.0,0.0,43626.88664049066,0.0,1.0,1.0,0.0,130.880659921472,0.0,0.0,0.0,0.0,0.0,16641.0,43626.88664049066,1.0,130.880659921472,0.0,0.0
A1,'Hainbach Nord',222093.800281812,0.0,1.0,15023.0,15023.0,55447.073726717535,55447.073726717535,1.0,1.0,1.0,288.6237186820708,288.6237186820708,122.28249750191816,122.28249750191816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,'Straß',234981.9181530464,1.0,1.0,16828.674835497062,0.0,52286.93331258196,0.0,1.0,1.0,0.0,139.96606726551587,0.0,0.0,0.0,16.894732672230028,0.0,16828.674835497062,52286.93331258196,1.0,139.96606726551587,0.0,16.894732672230028
A1,'Wildenhag Nord',235066.348665036,0.0,2.0,17111.546808170722,17111.546808170722,44396.07377615938,44396.07377615938,1.0,1.0,1.0,80.67388042749155,80.67388042749155,0.0,0.0,52.51434090098658,52.51434090098658,0.0,0.0,0.0,0.0,0.0,0.0
A1,'Oberwang',242460.019486016,0.0,1.0,15727.0,15727.0,23256.052200310536,23256.052200310536,-0.0,0.0,-0.0,0.0,0.0,52.51434090098658,52.51434090098658,122.28249750191819,122.28249750191819,0.0,0.0,0.0,0.0,0.0,0.0
A1,'Mondsee',250516.989637787,2.0,0.0,31060.001681777,15727.000882328592,60471.650280388814,25342.39533715945,1.0,1.0,1.0,198.30968351339652,198.30968351339652,139.1772301741482,122.28249750191819,122.28249750191813,0.0,15333.00079944841,35129.25494322937,0.0,0.0,16.894732672230028,122.28249750191813
A1,‘Parkplatz Ölgraben’,260279.124098433,0.0,2.0,18793.0,18793.0,36691.95858378413,36691.95858378413,1.0,1.0,1.0,110.07587575135238,110.07587575135238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,'Vetterbach',261972.4299011484,1.0,2.0,18111.0,0.0,24972.45872010333,0.0,1.0,1.0,0.0,197.19987366222813,0.0,122.28249750191813,0.0,0.0,0.0,18111.0,24972.45872010333,1.0,197.19987366222813,122.28249750191813,0.0
A1,'Enzersberg',266135.990207015,0.0,2.0,21891.999995182963,21891.999995182963,25643.70256417291,25643.70256417291,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,76.9311076925187,76.9311076925187,0.0,0.0,0.0,0.0,0.0,0.0
A1,'Salzburger Vorland',268866.709267308,1.0,2.0,21776.0,0.0,38740.09283187072,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,116.22027849561215,0.0,21776.0,38740.09283187072,0.0,0.0,0.0,116.22027849561215
A1,'Söllheim',277761.8444693356,1.0,0.0,28864.53746412181,0.0,82339.63927518326,0.0,1.0,1.0,0.0,363.2391963211619,0.0,116.22027849561215,0.0,0.0,0.0,28864.53746412181,82339.63927518326,1.0,363.2391963211619,116.22027849561215,0.0
A1,'Kasern',279165.959129779,0.0,0.0,38922.8495638266,38922.8495638266,101432.70404041585,101432.70404041585,1.0,1.0,1.0,258.9467223118481,258.9467223118481,76.9311076925187,76.9311076925187,122.28249750191816,122.28249750191816,0.0,0.0,0.0,0.0,0.0,0.0
A1,'Walserberg Nord',291924.308206547,0.0,0.0,12964.000000008587,12964.000000008587,33079.84748626592,33079.84748626592,1.0,1.0,1.0,221.52203996071592,221.52203996071592,122.28249750191816,122.28249750191816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,'Walserberg Süd',292024.9587453794,1.0,0.0,14880.00000000295,0.0,866.4299233484943,0.0,1.0,1.0,0.0,2.599289770045483,0.0,0.0,0.0,0.0,0.0,14880.00000000295,866.4299233484943,1.0,2.599289770045483,0.0,0.0
A10,'Glanegg/West',1770.48717284199,0.0,2.0,30225.0,30225.0,10702.59495982983,10702.59495982983,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,32.10778487948949,32.10778487948949,0.0,0.0,0.0,0.0,0.0,0.0
A10,'Untersberg/Ost',1898.0363624747013,1.0,2.0,30061.000000000004,0.0,79010.53992075191,0.0,1.0,1.0,0.0,114.74912226033757,0.0,0.0,0.0,122.28249750191816,0.0,30061.000000000004,79010.53992075191,1.0,114.74912226033757,0.0,122.28249750191816
A10,'Bruderloch',15039.738222152006,1.0,2.0,24652.0,0.0,55144.783875779045,0.0,1.0,1.0,0.0,287.7168491292553,0.0,122.28249750191816,0.0,0.0,0.0,24652.0,55144.783875779045,1.0,287.7168491292553,122.28249750191816,0.0
A10,'Golling Ost',26224.385284414508,1.0,0.0,19647.000947721,0.0,83619.98278708423,0.0,1.0,1.0,0.0,250.8599483612527,0.0,0.0,0.0,0.0,0.0,19647.000947721,83619.98278708423,1.0,250.8599483612527,0.0,0.0
A10,'Golling West',26258.7424632438,0.0,0.0,19875.000668287423,19875.000668287423,97340.81805238585,97340.81805238585,1.0,1.0,1.0,324.130239036647,324.130239036647,32.10778487948949,32.10778487948949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A10,'Werfen',37817.9338569016,0.0,2.0,18631.68277998504,18631.68277998504,43073.43744795307,43073.43744795307,1.0,1.0,1.0,101.45286600912192,101.45286600912192,0.0,0.0,27.767446334737286,27.767446334737286,0.0,0.0,0.0,0.0,0.0,0.0
A10,'Klausgraben West’,47504.5194915941,0.0,2.0,16224.0,16224.0,31431.033067450226,31431.033067450226,0.0,0.0,0.0,0.0,0.0,27.767446334737286,27.767446334737286,122.06054553708796,122.06054553708796,0.0,0.0,0.0,0.0,0.0,0.0
A10,'Klausgraben Ost’,47504.98251388223,1.0,2.0,16076.0,0.0,29740.34522214217,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,89.2210356664265,0.0,16076.0,29740.34522214217,0.0,0.0,0.0,89.2210356664265
A10,'Eben Nord',56754.9032721997,2.0,0.0,31317.14723412229,15997.1632592005,29666.83094409501,29595.979909721613,1.0,1.0,1.0,167.90513917893384,167.90513917893384,122.28249750191827,122.28249750191827,43.377851155269475,43.16529805214928,15319.983974921792,70.85103437339785,0.0,0.0,0.0,0.21255310312019357
A10,'Eben Süd',56778.0270021231,2.0,0.0,31290.578291916747,15997.416619605658,62778.68389280418,73.98398827676816,-0.0,1.0,-0.0,277.33513538000875,0.0,211.28158120351446,122.06054553708796,122.28249750191827,122.28249750191827,15293.16167231109,62704.69990452741,1.0,277.33513538000875,89.2210356664265,0.0
A10,'Rohr',68791.6930993305,0.0,2.0,10976.0,10976.0,26372.39981658969,26372.39981658969,0.0,0.0,0.0,0.0,0.0,43.16529805214928,43.16529805214928,122.28249750191834,122.28249750191834,0.0,0.0,0.0,0.0,0.0,0.0
A10,'Tauernalm',77278.9218622281,2.0,0.0,21522.867721662766,10903.654559151322,62621.10903795552,18508.36211902574,1.0,2.0,1.0,310.3583777189051,177.80758385899557,122.49505060503854,122.28249750191834,0.0,0.0,10619.213162511443,44112.74691892978,1.0,132.55079385990953,0.21255310312019357,0.0
A10,'Lungau',95447.7334893185,0.0,0.0,10877.0,10877.0,39524.43281357246,39524.43281357246,1.0,1.0,1.0,118.57329844071738,118.57329844071738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A10,'Lanschütz',98049.1739721768,1.0,1.0,10558.5,0.0,33491.7098286983,0.0,1.0,1.0,0.0,88.8585332711669,0.0,0.0,0.0,11.616596214928009,0.0,10558.5,33491.7098286983,1.0,88.8585332711669,0.0,11.616596214928009
A10,'Rennweg',109897.179457003,0.0,2.0,6878.0,6878.0,19876.6578731468,19876.6578731468,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,59.629973619440314,59.629973619440314,0.0,0.0,0.0,0.0,0.0,0.0
A10,'Ried’,113909.24397676944,1.0,2.0,7303.0,0.0,13765.28940829897,0.0,1.0,0.0,0.0,0.0,0.0,11.616596214928009,0.0,52.912464439824916,0.0,7303.0,13765.28940829897,-0.0,0.0,11.616596214928009,52.912464439824916
A10,'Eisentratten',123333.651349287,2.0,0.0,14181.0,6877.999999999999,41606.55508905694,18483.210735025867,-0.0,0.0,-0.0,0.0,0.0,112.54243805926524,59.629973619440314,237.36210332643606,115.07960582451791,7303.0,23123.34435403108,-0.0,0.0,52.912464439824916,122.28249750191816
A10,'Seeboden',139165.05238586848,1.0,2.0,14455.0,0.0,36156.36436141982,0.0,1.0,1.0,0.0,176.5649771260157,0.0,122.28249750191816,0.0,54.18661346016194,0.0,14455.0,36156.36436141982,1.0,176.5649771260157,122.28249750191816,54.18661346016194
A10,'Wolfsberg',139712.580635197,0.0,2.0,14500.0,14500.0,47498.89492913899,47498.89492913899,1.0,1.0,1.0,257.57629061193484,257.57629061193484,115.07960582451791,115.07960582451791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A10,'Kamering',151671.57758871172,1.0,2.0,14749.703862513725,0.0,22698.62801391875,0.0,1.0,0.0,0.0,0.0,0.0,54.18661346016194,0.0,122.28249750191816,0.0,14749.703862513725,22698.62801391875,-0.0,0.0,54.18661346016194,122.28249750191816
A10,'Feistritz an der Drau',159366.182248405,2.0,0.0,29679.0,14929.0,122093.03941770023,58681.72369671648,1.0,2.0,1.0,488.56161575501886,176.04517109014944,122.28249750191816,0.0,0.0,0.0,14750.0,63411.31572098375,1.0,312.5164446648694,122.28249750191816,0.0
A11,'St. Niklas/Nord',2126.475415772853,1.0,2.0,7502.999999999998,0.0,10409.086151425914,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.227258454277745,0.0,7502.999999999998,10409.086151425914,-0.0,0.0,0.0,31.227258454277745
A11,'Rosegg',9063.09153694166,2.0,0.0,9108.5,4306.5,19444.034231287984,7806.040740767851,1.0,2.0,1.0,89.55936114814169,23.418122222303555,31.227258454277745,0.0,0.0,0.0,4802.0,11637.993490520132,1.0,66.14123892583814,31.227258454277745,0.0
A12,'Langkampfen Süd',2098.380581805528,1.0,2.0,11349.585916642442,0.0,27244.807627465067,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.73442288239521,0.0,11349.585916642442,27244.807627465067,-0.0,0.0,0.0,81.73442288239521
A12,'Angath Süd',14100.9363699928,2.0,0.0,39222.99999999994,19907.99999999997,56148.108726317056,56144.28825076325,1.0,1.0,1.0,168.43286475228976,168.43286475228976,81.73442288239521,0.0,81.74588430905662,0.0,19314.99999999997,3.820475553803405,-0.0,0.0,81.73442288239521,81.74588430905662
A12,'Angath Nord',14101.9253618524,2.0,0.0,39222.99999999994,19907.99999999997,86003.91804074345,3.93776998818332,0.0,1.0,0.0,339.7458251213224,0.0,81.74588430905662,0.0,0.011813309964537666,0.011813309964537666,19314.99999999997,85999.98027075526,1.0,339.7458251213224,81.74588430905662,0.0
A12,'Münster Nord',35800.7780144102,0.0,1.0,18334.0,18334.0,79565.35290639894,79565.35290639894,1.0,1.0,1.0,238.70787202916136,238.70787202916136,0.011813309964537666,0.011813309964537666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12,'Münster Süd',36364.41054713728,1.0,1.0,18162.0,0.0,51027.09845672941,0.0,1.0,1.0,0.0,97.50186679046065,0.0,0.0,0.0,55.579428579727576,0.0,18162.0,51027.09845672941,1.0,97.50186679046065,0.0,55.579428579727576
A12,'Vomp',50412.174685648846,1.0,0.0,24431.999999991072,0.0,22234.35630739686,0.0,1.0,0.0,0.0,0.0,0.0,55.579428579727576,0.0,122.28249750191816,0.0,24431.999999991072,22234.35630739686,0.0,0.0,55.579428579727576,122.28249750191816
A12,'Weer',54863.9041356906,0.0,0.0,24110.000189607712,24110.000189607712,91922.39487971723,91922.39487971723,1.0,1.0,1.0,275.7671846391517,275.7671846391517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12,'Weer Süd',54962.42769551398,1.0,1.0,24141.001987531265,0.0,44418.90300224902,0.0,1.0,1.0,0.0,255.53920650866522,0.0,122.28249750191816,0.0,0.0,0.0,24141.001987531265,44418.90300224902,1.0,255.53920650866522,122.28249750191816,0.0
A12,'Volders/Karlskirche',64162.31571697871,1.0,2.0,27543.0,0.0,89230.8737530959,0.0,1.0,1.0,0.0,267.6926212592877,0.0,0.0,0.0,0.0,0.0,27543.0,89230.8737530959,1.0,267.6926212592877,0.0,0.0
A12,'Hall in Tirol',66219.4051681823,0.0,2.0,28148.000000002427,28148.000000002427,63926.9286125208,63926.9286125208,1.0,1.0,1.0,191.7807858375624,191.7807858375624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12,'Ampaß',72190.0469737862,0.0,0.0,35539.999996608014,35539.999996608014,42439.32195018204,42439.32195018204,1.0,1.0,1.0,127.31796585054613,127.31796585054613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12,'Sieglanger',80360.78243322166,1.0,2.0,31124.79343149019,0.0,96002.72792906982,0.0,1.0,1.0,0.0,288.0081837872095,0.0,0.0,0.0,0.0,0.0,31124.79343149019,96002.72792906982,1.0,288.0081837872095,0.0,0.0
A12,'Kematen',85979.7305910282,0.0,2.0,27475.052704552163,27475.052704552163,75774.45683256471,75774.45683256471,1.0,1.0,1.0,169.1899309046,169.1899309046,0.0,0.0,58.13343959309414,58.13343959309414,0.0,0.0,0.0,0.0,0.0,0.0
A12,'Zirl-Inzing',91908.2028374514,0.0,1.0,12.040962292989608,12.040962292989608,14.27690215484344,14.27690215484344,-0.0,0.0,-0.0,0.0,0.0,58.13343959309414,58.13343959309414,58.17627029955867,58.17627029955867,0.0,0.0,0.0,0.0,0.0,0.0
A12,'Pettnau',95783.0097550487,2.0,0.0,110.94908174423618,55.26010321034831,126.29895509263295,42.8244460373196,-0.0,0.0,-0.0,0.0,0.0,58.17627029955867,58.17627029955867,58.55516716483657,58.304743637670626,55.68897853388787,83.47450905531335,-0.0,0.0,0.0,0.2504235271659401
A12,'Telfs Süd',103277.71618107129,1.0,2.0,13364.77793940172,0.0,40593.43969968125,0.0,1.0,1.0,0.0,122.03074262620969,0.0,0.2504235271659401,0.0,0.0,0.0,13364.77793940172,40593.43969968125,1.0,122.03074262620969,0.2504235271659401,0.0
A12,'Telfs Nord',103285.022651291,0.0,2.0,14213.46393941228,14213.46393941228,21325.917954749177,21325.917954749177,-0.0,0.0,-0.0,0.0,0.0,58.304743637670626,58.304743637670626,122.28249750191816,122.28249750191816,0.0,0.0,0.0,0.0,0.0,0.0
A12,'Haiming Süd',118464.44052611433,1.0,2.0,10702.0,0.0,32071.44946573905,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,96.21434839721714,0.0,10702.0,32071.44946573905,0.0,0.0,0.0,96.21434839721714
A12,'Imst Süd',133448.2984338601,1.0,2.0,9240.0,0.0,3679.211043330161,0.0,1.0,0.0,0.0,0.0,0.0,96.21434839721714,0.0,107.25198152720762,0.0,9240.0,3679.211043330161,-0.0,0.0,96.21434839721714,107.25198152720762
A12,'Imst Nord',133786.71793032,0.0,2.0,10262.0,10262.0,62601.679390679135,62601.679390679135,1.0,1.0,1.0,197.97978389734686,197.97978389734686,122.28249750191816,122.28249750191816,112.10775177660871,112.10775177660871,0.0,0.0,0.0,0.0,0.0,0.0
A12,'Mils',135439.213500597,2.0,0.0,19502.000000000833,10262.00000000003,21880.454342200093,3391.5819084364844,0.0,1.0,0.0,162.71859882849844,0.0,219.3597333038163,112.10775177660871,122.28249750191816,122.28249750191816,9240.000000000804,18488.87243376361,1.0,162.71859882849844,107.25198152720762,0.0
A12,'Kronburg Zams',142654.069747162,0.0,2.0,10312.0,10312.0,14879.919522915665,14879.919522915665,1.0,1.0,1.0,166.92225607066516,166.92225607066516,122.28249750191816,122.28249750191816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A13,'Patsch',6206.23253742273,0.0,2.0,21023.0,21023.0,26094.725326847616,26094.725326847616,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,78.28417598054286,78.28417598054286,0.0,0.0,0.0,0.0,0.0,0.0
A13,'Europabrücke',8216.48207038687,2.0,0.0,41638.0,21023.0,32388.52662410629,8452.295186301024,-0.0,0.0,-0.0,0.0,0.0,78.28417598054286,78.28417598054286,175.44975585286173,103.64106153944593,20615.0,23936.231437805265,-0.0,0.0,0.0,71.8086943134158
A13,'Gschleirs',14022.01964928701,1.0,2.0,14822.0,0.0,8546.704281737466,0.0,1.0,0.0,0.0,0.0,0.0,71.8086943134158,0.0,97.4488071586282,0.0,14822.0,8546.704281737466,-0.0,0.0,71.8086943134158,97.4488071586282
A13,'Matrei West',16740.4669423396,0.0,0.0,15161.0,15161.0,25846.426928735076,25846.426928735076,1.0,1.0,1.0,177.95569994806254,177.95569994806254,103.64106153944593,103.64106153944593,3.224642377588627,3.224642377588627,0.0,0.0,0.0,0.0,0.0,0.0
A13,'Matrei Ost',16905.1340338969,2.0,0.0,29983.0,15161.0,16734.88229651622,499.30355502003806,-0.0,1.0,-0.0,103.18343887363805,0.0,100.67344953621682,3.224642377588627,47.69465755212744,4.722553042648741,14822.0,16235.578741496183,1.0,103.18343887363805,97.4488071586282,42.9721045094787
A13,'Wipptalerhof Ost',22381.98558614899,1.0,2.0,10896.000000000471,0.0,2559.258804025108,0.0,1.0,0.0,0.0,0.0,0.0,42.9721045094787,0.0,50.64988092155402,0.0,10896.000000000471,2559.258804025108,-0.0,0.0,42.9721045094787,50.64988092155402
A13,'Wipptalerhof West',22510.6658632038,0.0,2.0,11615.000000000608,11615.000000000608,13021.650439480618,13021.650439480618,-0.0,0.0,-0.0,0.0,0.0,4.722553042648741,4.722553042648741,43.7875043610906,43.7875043610906,0.0,0.0,0.0,0.0,0.0,0.0
A13,'Plon',23556.38848814284,1.0,2.0,10896.000000525348,0.0,9061.729580812427,0.0,1.0,0.0,0.0,0.0,0.0,50.64988092155402,0.0,77.8350696639913,0.0,10896.000000525348,9061.729580812427,-0.0,0.0,50.64988092155402,77.8350696639913
A13,'Nößlach',27714.6711516779,2.0,1.0,23614.719600115088,12027.916375220364,15947.459093046526,12518.668085194196,-0.0,0.0,-0.0,0.0,0.0,121.6225740250819,43.7875043610906,169.46495130422147,81.34350861667319,11586.803224894726,3428.791007852329,-0.0,0.0,77.8350696639913,88.1214426875483
A13,'Gries Ost',29194.281593531843,1.0,0.0,11601.99774413572,0.0,11387.018271456627,0.0,1.0,0.0,0.0,0.0,0.0,88.1214426875483,0.0,122.28249750191819,0.0,11601.99774413572,11387.018271456627,-0.0,0.0,88.1214426875483,122.28249750191819
A13,'Gries West',29475.082108025,0.0,0.0,12036.99974796117,12036.99974796117,4238.013247571624,4238.013247571624,-0.0,0.0,-0.0,0.0,0.0,81.34350861667319,81.34350861667319,94.05754835938806,94.05754835938806,0.0,0.0,0.0,0.0,0.0,0.0
A13,'Brennersee - Fröhlich',32553.8800139104,0.0,2.0,12036.999999999998,12036.999999999998,7411.89807862851,7411.89807862851,-0.0,0.0,-0.0,0.0,0.0,94.05754835938806,94.05754835938806,116.2932425952736,116.2932425952736,0.0,0.0,0.0,0.0,0.0,0.0
A13,'Brennersee',33383.1640141658,0.0,0.0,12037.0,12037.0,1996.4183022148509,1996.4183022148509,-0.0,0.0,-0.0,0.0,0.0,116.2932425952736,116.2932425952736,122.28249750191816,122.28249750191816,0.0,0.0,0.0,0.0,0.0,0.0
A13,'Brennerpaß',34101.6339834305,2.0,0.0,23639.0,12037.0,2518.35924678212,1729.6446040078497,1.0,2.0,1.0,252.12007274418272,127.47143131394171,244.56499500383634,122.28249750191816,0.0,0.0,11602.0,788.7146427742703,1.0,124.648641430241,122.28249750191819,0.0
A14,'Hörbranz’,243.611315270031,2.0,1.0,11914.47538487758,11914.47538487758,580.5002038524873,580.5002038524873,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.7415006115574618,1.7415006115574618,0.0,0.0,0.0,0.0,0.0,0.0
A14,'Dornbirn Ost',14950.2843690996,0.0,2.0,22911.03673497288,22911.03673497288,67389.02531710501,67389.02531710501,1.0,1.0,1.0,203.9085765628725,203.9085765628725,1.7415006115574618,1.7415006115574618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A14,'Dornbirn West',15133.748470007851,1.0,2.0,22722.016745829165,0.0,41625.833131294086,0.0,1.0,1.0,0.0,2.5950018919641025,0.0,0.0,0.0,122.28249750191816,0.0,22722.016745829165,41625.833131294086,1.0,2.5950018919641025,0.0,122.28249750191816
