highway,name,asfinag_position,direction,asfinag_type,traffic_flow,traffic_flow_0,energy_demand,energy_demand_0,pXi_dir,pYi_dir,pYi_dir_0,pE_charged,pE_charged_0,pE_input,pE_input_0,pE_output,pE_output_0,traffic_flow_1,energy_demand_1,pYi_dir_1,pE_charged_1,pE_input_1,pE_output_1
A1,'Parkplatz Großraum’,27.42,2.0,2.0,25490.00000000002,12193.00000000001,59974.325349551335,45433.23590445468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.7175788450646,499.76559494900147,13297.00000000001,14541.089445096652,0.0,0.0,0.0,159.95198389606315
A1,'Steinhäusl',32.7,2.0,0.0,63195.99999999913,31485.99999999933,111561.50482266714,34431.882550071685,0.0,0.0,0.0,0.0,0.0,659.7175788450646,499.76559494900147,1886.8941318944032,878.51630299979,31709.9999999998,77129.62227259546,0.0,0.0,159.95198389606315,1008.3778288946132
A1,'Kesselhof',44.88,1.0,1.0,30234.999996719125,0.0,109130.95569981833,0.0,1.0,1.0,0.0,1000.0,0.0,1008.3778288946132,0.0,1208.818341592615,0.0,30234.999996719125,109130.95569981833,1.0,1000.0,1008.3778288946132,1208.818341592615
A1,'Kirchstetten',44.88,0.0,1.0,29897.99999542764,29897.99999542764,72732.0809427628,72732.0809427628,0.0,0.0,0.0,0.0,0.0,878.51630299979,878.51630299979,1678.5691933701814,1678.5691933701814,0.0,0.0,0.0,0.0,0.0,0.0
A1,'St. Pölten',62.9,2.0,0.0,71148.0,35583.0,227454.84943410664,128422.41740026572,1.0,6.0,3.0,5276.39410021299,3000.0,2887.3875349627965,1678.5691933701814,112.99677852497871,91.21578477310413,35565.0,99032.43203384092,3.0,2276.3941002129905,1208.818341592615,21.780993751874576
A1,'Schallaburg',76.81,1.0,1.0,29188.0,0.0,136934.36037638868,0.0,0.0,0.0,0.0,0.0,0.0,21.780993751874576,0.0,1528.05895789215,0.0,29188.0,136934.36037638868,0.0,0.0,21.780993751874576,1528.05895789215
A1,'Roggendorf',76.82,0.0,1.0,28377.0,28377.0,78562.33219617409,78562.33219617409,0.0,0.0,0.0,0.0,0.0,91.21578477310413,91.21578477310413,955.401438931019,955.401438931019,0.0,0.0,0.0,0.0,0.0,0.0
A1,'Ornding',88.04,0.0,1.0,27048.0,27048.0,60488.07492270462,60488.07492270462,0.0,0.0,0.0,0.0,0.0,955.401438931019,955.401438931019,1620.7702630807698,1620.7702630807698,0.0,0.0,0.0,0.0,0.0,0.0
A1,'Ybbs',100.32,1.0,0.0,27161.40445083877,0.0,104129.25066774894,0.0,1.0,2.0,0.0,2000.0,0.0,1528.05895789215,0.0,673.4807152373884,0.0,27161.40445083877,104129.25066774894,2.0,2000.0,1528.05895789215,673.4807152373884
A1,'Kemmelbach',101.38,0.0,0.0,26898.000000000207,26898.000000000207,72226.10016870651,72226.10016870651,1.0,2.0,2.0,1799.340641918162,1799.340641918162,1620.7702630807698,1620.7702630807698,615.9167230183793,615.9167230183793,0.0,0.0,0.0,0.0,0.0,0.0
