highway,name,asfinag_position,direction,asfinag_type,traffic_flow,traffic_flow_0,energy_demand,energy_demand_0,pXi_dir,pYi_dir,pYi_dir_0,pE_charged,pE_charged_0,pE_input,pE_input_0,pE_output,pE_output_0,traffic_flow_1,energy_demand_1,pYi_dir_1,pE_charged_1,pE_input_1,pE_output_1
A1,'Parkplatz Großraum’,27.42,2.0,2.0,25490.00000000002,12193.00000000001,59974.325349551335,45433.23590445468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.7175788450646,499.76559494900147,13297.00000000001,14541.089445096652,0.0,0.0,0.0,159.95198389606315
A1,'Steinhäusl',32.7,2.0,0.0,63195.99999999913,31485.99999999933,111561.50482266714,34431.882550071685,0.0,0.0,0.0,0.0,0.0,659.7175788450646,499.76559494900147,1886.8941318944032,878.51630299979,31709.9999999998,77129.62227259546,0.0,0.0,159.95198389606315,1008.3778288946132
A1,'Kesselhof',44.88,1.0,1.0,30234.999996719125,0.0,109130.95569981833,0.0,0.0,0.0,0.0,0.0,0.0,1008.3778288946132,0.0,2208.818341592615,0.0,30234.999996719125,109130.95569981833,0.0,0.0,1008.3778288946132,2208.818341592615
A1,'Kirchstetten',44.88,0.0,1.0,29897.99999542764,29897.99999542764,72732.0809427628,72732.0809427628,0.0,0.0,0.0,0.0,0.0,878.51630299979,878.51630299979,1678.5691933701808,1678.5691933701808,0.0,0.0,0.0,0.0,0.0,0.0
A1,'St. Pölten',62.9,2.0,0.0,71148.0,35583.0,227454.84943410664,128422.41740026572,0.0,0.0,0.0,0.0,0.0,3887.387534962796,1678.5691933701808,6389.390878737969,3091.2157847731037,35565.0,99032.43203384092,0.0,0.0,2208.818341592615,3298.175093964865
A1,'Schallaburg',76.81,1.0,1.0,29188.0,0.0,136934.36037638868,0.0,0.0,0.0,0.0,0.0,0.0,3298.175093964865,0.0,4804.453058105146,0.0,29188.0,136934.36037638868,0.0,0.0,3298.175093964865,4804.453058105146
A1,'Roggendorf',76.82,0.0,1.0,28377.0,28377.0,78562.33219617409,78562.33219617409,0.0,0.0,0.0,0.0,0.0,3091.2157847731037,3091.2157847731037,3955.4014389310187,3955.4014389310187,0.0,0.0,0.0,0.0,0.0,0.0
A1,'Ornding',88.04,0.0,1.0,27048.0,27048.0,60488.07492270462,60488.07492270462,0.0,0.0,0.0,0.0,0.0,3955.4014389310187,3955.4014389310187,4620.770263080769,4620.770263080769,0.0,0.0,0.0,0.0,0.0,0.0
A1,'Ybbs',100.32,1.0,0.0,27161.40445083877,0.0,104129.25066774894,0.0,1.0,6.0,0.0,5759.832649391584,0.0,4804.453058105146,0.0,190.0421660588005,0.0,27161.40445083877,104129.25066774894,6.0,5759.832649391584,4804.453058105146,190.0421660588005
A1,'Kemmelbach',101.38,0.0,0.0,26898.000000000207,26898.000000000207,72226.10016870651,72226.10016870651,0.0,0.0,0.0,0.0,0.0,4620.770263080769,4620.770263080769,5415.2573649365495,5415.2573649365495,0.0,0.0,0.0,0.0,0.0,0.0
